timestamp,spo2
0.0,97.29908829017718
0.25,97.29442187104864
0.5,97.57483114198364
0.75,97.29374844830434
1.0,97.73394255932507
1.25,97.83144068403837
1.5,97.92108779953307
1.75,97.06130939263755
2.0,97.33182754796954
2.25,97.49430912187182
2.5,97.57175258948729
2.75,97.52646218657122
3.0,97.08844072118393
3.25,97.2907140260429
3.5,97.86864858455395
3.75,97.03315970879859
4.0,97.52138236802033
4.25,97.38693464363172
4.5,97.93181695589621
4.75,97.38948513144008
5.0,97.82200008244116
5.25,97.63544065533371
5.5,97.48312018737255
5.75,97.31307409829641
6.0,97.04266409734598
6.25,97.64283733431996
6.5,97.3356502569879
6.75,97.54636570076154
7.0,97.97723179493558
7.25,97.71790704532468
7.5,97.84405507739208
7.75,97.63991826562477
8.0,97.64651372243836
8.25,97.42162527845743
8.5,97.43905030870212
8.75,97.24451779194817
9.0,97.2851163524557
9.25,97.23000673078674
9.5,97.40445621467858
9.75,97.43552879087261
10.0,98.02050576669109
10.25,97.59388683909299
10.5,97.74915963281785
10.75,97.72190348308978
11.0,97.1479365059821
11.25,97.965282466178
11.5,97.51131542561924
11.75,97.51110165796452
12.0,97.39598399993488
12.25,97.34020467027973
12.5,97.61228534274872
12.75,96.93108506405365
13.0,97.27853149542713
13.25,97.23184878580092
13.5,97.27743615227944
13.75,97.64439200629312
14.0,97.15047299589239
14.25,97.25643751585338
14.5,97.70037150485523
14.75,97.70483365109045
15.0,97.41271835026353
15.25,97.35131614630285
15.5,97.46223086772883
15.75,97.38017008848531
16.0,97.96907244589178
16.25,97.46712551241207
16.5,97.85994371157142
16.75,97.46724793998105
17.0,97.53621876635914
17.25,97.33282582468979
17.5,97.66813842344669
17.75,97.57876002258355
18.0,97.50076515081643
18.25,97.16698283810585
18.5,97.4520388322099
18.75,97.5929790603119
19.0,97.54039457229696
19.25,97.67543582064985
19.5,97.79372115830735
19.75,97.32428581859024
20.0,97.41192493325308
20.25,97.2966344972831
20.5,97.5766096959004
20.75,97.53007260515288
21.0,97.50148016745361
21.25,97.4340396060513
21.5,97.32209541102232
21.75,96.86563664495907
22.0,97.46787118485494
22.25,97.08594770927019
22.5,97.58255314453974
22.75,97.09208931637357
23.0,97.06387211142597
23.25,97.6809482083451
23.5,97.4798245859005
23.75,97.74246314945647
24.0,96.89074711937674
24.25,97.41808415322038
24.5,97.48682830300584
24.75,97.46116371677871
25.0,97.21352721376081
25.25,97.66601045504034
25.5,97.53686925288478
25.75,97.11525002716604
26.0,97.14901349596971
26.25,97.53512557542545
26.5,97.73165734133156
26.75,97.59132463835468
27.0,97.76340415060173
27.25,97.57324902619597
27.5,97.04700627365493
27.75,97.41470620313194
28.0,97.62198591990983
28.25,97.41684133172672
28.5,97.80111450759941
28.75,97.42995483317259
29.0,97.44660130215487
29.25,97.5022353152063
29.5,96.93922245209914
29.75,97.0275734965385
30.0,97.64018679467651
30.25,97.55278180866055
30.5,97.59364291743407
30.75,97.69786973555432
31.0,97.45443386104485
31.25,97.1267933965882
31.5,97.4579996604129
31.75,97.86546992326957
32.0,97.81407024384089
32.25,97.27679070343733
32.5,97.73183478468113
32.75,98.12736943010124
33.0,97.42979925900971
33.25,97.52932128385078
