timestamp,spo2
0.0,97.20774083357006
0.25,97.75327715742877
0.5,97.62988473854486
0.75,97.27331927296702
1.0,97.60144759467383
1.25,97.70887839423712
1.5,97.0823338853957
1.75,97.12327445566608
2.0,97.46369358119378
2.25,97.77153256125708
2.5,97.35176410905721
2.75,97.64584054457586
3.0,97.73438960195172
3.25,97.07797427691688
3.5,97.31541560598951
3.75,97.36576303255855
4.0,97.8946159430765
4.25,98.19569076431456
4.5,97.55014753324565
4.75,97.27288953188506
5.0,97.63298853004
5.25,97.64301759715734
5.5,97.25445016139346
5.75,97.3137245933422
6.0,97.22993090459332
6.25,97.10167769263946
6.5,98.07601623215545
6.75,98.1296097826848
7.0,97.8430524828055
7.25,97.53695658369072
7.5,97.5995360071891
7.75,97.38419588542071
8.0,97.59430301012385
8.25,97.79743727425489
8.5,97.57914458243965
8.75,97.49367682316995
9.0,97.41036556965565
9.25,96.83851678280344
9.5,97.64848422801848
9.75,97.18434614417089
10.0,97.50274220954088
10.25,97.01555548325382
10.5,97.68153104401567
10.75,97.99527893796046
11.0,98.15070365090924
11.25,97.6430481940313
11.5,97.49095049225917
11.75,97.80524369127421
12.0,97.13503975077072
12.25,97.73629271478163
12.5,97.89706531813276
12.75,97.68002560367141
13.0,97.93380777868539
13.25,97.61512965444683
13.5,97.74842306044718
13.75,97.59997120669978
14.0,97.01660246765675
14.25,97.17077937461947
14.5,97.37154059128947
14.75,97.76537845749807
15.0,97.48625210675907
15.25,97.33415995168977
15.5,97.51150583090522
15.75,97.08487603148487
16.0,97.56942472019011
16.25,97.81321353951891
16.5,97.20928276045959
16.75,97.83058141729028
17.0,97.77430770085893
17.25,97.63924437565008
17.5,97.15131143881402
17.75,97.8803990510811
18.0,97.69059104972243
18.25,97.03481936203023
18.5,97.80792295403732
18.75,97.2093109203333
19.0,97.55883962402766
19.25,97.82677077250169
19.5,97.39332378045367
19.75,97.55495001532378
20.0,97.54684901624091
20.25,97.42363728139617
20.5,97.16115429664555
20.75,97.48035994500322
21.0,97.18429926894585
21.25,97.80325185075687
21.5,97.06100805353414
21.75,97.05053458023029
22.0,97.48814703343086
22.25,97.07653249671908
22.5,97.35053976058981
22.75,97.44765302360383
23.0,97.5558955187044
23.25,97.35704766868886
23.5,97.63530286726574
23.75,97.45230791353993
24.0,97.63810790983806
24.25,97.69249298756637
24.5,97.48800706973086
24.75,97.5895343463849
25.0,97.59782466780342
25.25,97.13794612899363
25.5,98.14612302606845
25.75,97.76840153579779
26.0,97.37934284475377
26.25,97.7035469525619
26.5,96.69300471252916
26.75,97.70982545642809
27.0,96.88892884695532
27.25,96.88541877938879
27.5,97.52344212502636
27.75,97.81003329366987
28.0,97.95744160650712
28.25,97.45473447371546
28.5,97.19927186961522
28.75,97.58736123482518
29.0,97.09454034091785
29.25,97.76265403696767
29.5,97.34396710729014
29.75,97.2160371699317
30.0,97.21309395792215
30.25,97.44130065549852
30.5,97.38553240273791
30.75,97.22604898059286
31.0,97.45973637870935
31.25,97.81639735329217
31.5,97.57145788797456
31.75,97.29265522329115
32.0,96.75699170030911
32.25,97.16159957471488
32.5,97.74208880553225
32.75,97.77445793000975
33.0,97.4295109646994
33.25,97.99241799071687
33.5,97.75194546630746
33.75,97.62765096868398
34.0,97.7927440382707
34.25,97.48558263510651
34.5,97.25903398688305
34.75,97.26175992049595
35.0,97.41532080864012
35.25,96.98675260027153
35.5,97.5770388583354
35.75,97.18902475169418
36.0,97.33727683163708
36.25,97.80978047779821
36.5,97.40802733362254
36.75,97.56639822147432
37.0,97.47097341556137
37.25,97.5256653550218
37.5,97.18918518440319
37.75,97.56972552785261
38.0,97.10804121009593
38.25,96.9256889369974
38.5,97.1909157116712
38.75,97.20127615024779
39.0,97.26256709491038
39.25,97.97432337305138
39.5,97.56198906429884
39.75,97.55782264851048
40.0,97.00239138683037
40.25,97.53854464058776
40.5,97.44034101450998
40.75,97.86124706911934
41.0,97.6786045920086
41.25,97.6967526292733
41.5,97.62442143423831
41.75,97.17823283239979
42.0,97.45451165330344
42.25,97.0113114104605
42.5,98.10607552922211
42.75,97.3586136823285
43.0,97.76441127086869
43.25,97.82996855007755
43.5,97.07027357310085
43.75,97.80891042052305
44.0,97.97019968716154
44.25,97.67438849752985
44.5,97.38527477280186
44.75,97.28163980526288
45.0,97.59376421589509
45.25,97.3238205701377
45.5,97.42494154914559
45.75,97.4316982210035
46.0,97.55957423273453
46.25,97.78436806732502
46.5,98.03660411005256
46.75,97.43746742139699
47.0,97.46794373252378
47.25,97.64257449186015
47.5,97.67861580615116
47.75,97.52221671275811
48.0,97.8459287568152
48.25,97.54714107989007
48.5,97.45116268015569
48.75,97.37158631243291
49.0,97.83776538449936
49.25,97.71179585989621
49.5,97.66482168074918
49.75,97.46539300192295
50.0,97.6132782321903
50.25,97.80941064052142
50.5,97.56851543113103
50.75,97.22863475265906
51.0,97.7268102924164
51.25,97.38748410039223
51.5,97.28158209455546
51.75,97.45539288533638
52.0,97.49060011323537
52.25,97.76351369026138
52.5,97.27411724686229
52.75,97.4499592782247
53.0,97.48342211065443
53.25,97.82362187189175
53.5,97.87219599443411
53.75,97.61087592169424
54.0,97.55310986920912
54.25,97.59046574486422
54.5,97.19141144402676
54.75,97.59848941007297
55.0,97.6417772878712
55.25,97.89419952026846
55.5,97.42778609237565
55.75,97.64368537738602
56.0,97.13782106480127
56.25,97.55512072246276
56.5,97.22115168751995
56.75,97.34604613363526
57.0,97.62215827742646
57.25,97.60902034345372
57.5,97.60148179337756
57.75,97.7854179867457
58.0,97.24184283422441
58.25,97.90328097269965
58.5,97.74131157439653
58.75,97.79155044857839
59.0,97.3219343584311
59.25,97.6307566612399
59.5,97.41547238793606
59.75,97.41792283346095
60.0,97.48533314967342
60.25,97.69663063519529
60.5,97.97563712172133
60.75,97.77752547861353
61.0,97.78318550297523
61.25,97.05802216047596
61.5,97.66827833919018
61.75,97.3807945406834
62.0,97.73388592585854
62.25,97.42636774901068
62.5,97.85167986893667
62.75,97.76330631350226
63.0,98.12977096874691
63.25,97.98035893130267
63.5,97.63706900293454
63.75,97.90264374089463
64.0,97.26531771704441
64.25,97.68986973631652
64.5,97.31004118899426
64.75,96.87039934086756
65.0,97.55557763496157
65.25,97.0998287230082
65.5,97.27407038583264
65.75,97.00713911598447
66.0,97.6196766477437
66.25,97.28535860032656
66.5,97.20456143566155
66.75,97.70653283494869
67.0,97.26100589874373
67.25,97.47100548759842
67.5,97.63065659632503
67.75,97.7533042903615
68.0,97.60664855585864
68.25,97.31930879286857
68.5,97.96815353095121
68.75,97.20479501364032
69.0,98.07584025514709
69.25,97.41073374353785
69.5,97.14459040093696
69.75,97.46185792173526
70.0,97.51932963206627
70.25,97.52845227538542
70.5,97.52451277539168
70.75,97.39596529465767
71.0,97.95498060827424
71.25,98.04542001390492
71.5,97.53341205577182
71.75,97.6362277887871
72.0,97.85022506275395
72.25,97.56894076163205
72.5,97.53102055974703
72.75,97.88484737056766
73.0,97.83207503756738
73.25,96.83567497019672
73.5,97.22847896284172
73.75,97.7083406710032
74.0,97.15618599877868
74.25,97.41067047165036
74.5,97.19982541992307
74.75,97.9604008152348
75.0,97.39087333367021
75.25,97.5551477532369
75.5,97.20628238498028
75.75,97.49425716319946
76.0,97.30311358427493
76.25,97.892195530331
76.5,98.33797021578636
76.75,97.30070495949043
77.0,97.09214052992465
77.25,97.54188715988514
77.5,96.94639250925803
77.75,97.52340396082953
78.0,97.45701895423379
78.25,98.08131075416836
78.5,97.55744194229635
78.75,97.7563645201517
79.0,97.43404508649346
79.25,97.28077094676354
79.5,97.01006835620949
79.75,97.44279268119165
80.0,97.57716238893245
80.25,97.40169155759135
80.5,97.68822472185597
80.75,97.30729617082807
81.0,97.21674926704867
81.25,97.3154279259949
81.5,97.95296856458755
81.75,97.90357893308051
82.0,96.96982374133343
82.25,97.31419874252285
82.5,96.9901279103499
82.75,97.03768225581906
83.0,97.84588350316906
83.25,97.07103597731674
83.5,97.32542034546726
83.75,97.58135970773704
84.0,97.1761955917174
84.25,96.65881054530954
84.5,97.59035346400681
84.75,97.97245699113259
85.0,96.8982297520004
85.25,98.00972980373048
85.5,97.34845042488026
85.75,97.61417987001269
86.0,97.44536053410553
86.25,96.79806628257417
86.5,97.73348227891003
86.75,97.4339446276445
87.0,97.10238398279745
87.25,97.14137033572031
87.5,97.353686452239
87.75,97.40778399765652
88.0,97.54663606888326
88.25,97.94293765547273
88.5,97.93747949219461
88.75,97.13083768247795
89.0,97.26195993845162
89.25,97.93399568987788
89.5,97.90719393241127
89.75,97.23934562751344
90.0,97.51890157866691
90.25,98.07663619867272
90.5,97.4636301078202
90.75,97.4627170365857
91.0,97.54895736399392
91.25,97.21272744341746
91.5,97.6648876895687
91.75,97.43983374602116
92.0,97.3673813875857
92.25,97.80673281704273
92.5,97.17973987172422
92.75,96.97995371119165
93.0,97.448723388573
93.25,97.41712750304704
93.5,97.13640448259846
93.75,97.39751736523617
94.0,97.38430854192387
94.25,97.29265754337571
94.5,96.99958295555768
94.75,97.49812616602306
95.0,97.41244057970209
95.25,98.09381930473504
95.5,97.14513127229283
95.75,97.60377356204962
96.0,97.53061016712424
96.25,97.36235094408279
96.5,98.1782926900921
96.75,97.8193590036779
97.0,96.91401830123324
97.25,97.27379709377546
97.5,98.07182414811204
97.75,97.6756596096148
98.0,97.73156616142357
98.25,97.68323981855988
98.5,97.14863361439181
98.75,97.05461048577844
99.0,97.17265695817231
99.25,97.380410722016
99.5,97.59368821813716
99.75,97.40530515932764
100.0,97.0720227729153
100.25,97.58700169907358
100.5,97.87272007547332
100.75,97.68680986652149
101.0,97.32621494093826
101.25,97.80437743543315
101.5,97.61367885511719
101.75,97.25678303060553
102.0,97.29920399710446
102.25,97.3558249495319
102.5,97.36958501438164
102.75,97.30296675596772
103.0,97.65195541960873
103.25,97.52480781297683
103.5,97.20562789046825
103.75,97.41536870107252
104.0,97.73331597318811
104.25,97.34547049729862
104.5,97.52703164918675
104.75,97.38892776490061
105.0,97.7355944463868
105.25,97.5122286247834
